56-04-2	25	1.48E+04
636-26-0	25	1.55E+04
65-71-4	25	1.83E+03
615-77-0		3.51E+02
5427-26-9		7.88E+02
636-72-6	20	1.53E+02
98-00-0	66.5	2.74E+01
591-12-8	15	1.19E+02
205673-79-6	25	3.16E+03
97-65-4	20	8.78E+01
498-24-8	18	2.76E+02
554-14-3	25	4.50E+03
616-44-4	25	1.36E+04
592-51-8	25	1.14E+03
16529-66-1	25	1.60E+03
25899-50-7	25	5.22E+02
4635-87-4	25	4.96E+02
105-56-6	25	3.09E+02
626-48-2	22	1.01E+03
554-01-8	25	1.62E+02
551-92-8	20	8.10E+02
142-29-0	25	7.07E+03
78-79-5	25	5.89E+03
598-25-4	25	1.07E+04
591-95-7	25	1.35E+04
504-60-9	25	1.14E+04
1574-41-0	25	1.29E+04
2004-70-8	25	1.15E+04
591-93-5	25	6.77E+03
591-96-8	25	1.64E+04
627-19-0	25	2.41E+03
627-21-4	25	3.40E+03
598-23-2	25	7.14E+02
53983-00-9	25	2.06E+03
77-71-4	37	5.55E+01
15414-82-1		6.53E+01
554-57-4	15	2.78E+04
78-11-5	25	8.77E+06
120-92-3	115	2.75E+01
814-78-8	25	9.57E+01
2	27	5.89E+02
765-43-5	95.95	2.85E+01
764-39-6	25	2.17E+02
1576-87-0	25	2.17E+02
5604-55-7	25	4.10E+01
2100-17-6	25	4.10E+01
1115-11-3	25	1.83E+02
497-03-0	20	1.83E+02
107-86-8	25	4.24E+02
2	25	1.41E+02
2	25	1.41E+02
2	25	7.23E+01
922-63-4	25	2.65E+01
115-19-5	102	2.10E+01
922-65-6	25	8.42E+01
626-98-2	25	8.38E+01
16666-42-5	25	6.02E+01
13991-37-2	25	1.72E+02
5204-64-8	25	1.06E+02
33698-87-2	25	1.06E+02
1617-32-9	25	1.06E+02
591-80-0	25	7.46E+01
565-63-9	25	6.02E+01
80-59-1	25	2.96E+02
541-47-9	25	1.22E+02
3586-58-1	25	4.18E+01
123-54-6	20	4.64E+01
591-87-7	20	1.94E+02
108-22-5	25	5.79E+02
105-38-4	25	3.10E+02
4358-59-2	25	1.03E+03
623-43-8	25	1.21E+03
140-88-5	25	2.85E+02
80-62-6	25	3.62E+02
3724-55-8	25	7.55E+02
600-14-6	15	7.88E+01
108-59-8	25	4.13E+01
595-46-0	13	8.25E+01
60468-23-7	25	2.61E+04
31849-75-9	25	2.14E+04
31849-76-0	25	2.14E+04
31844-95-8	25	1.50E+04
53045-71-9	25	1.66E+04
31950-56-8	25	1.74E+04
1119-51-3	25	4.12E+04
20599-27-3	25	3.28E+04
7348-78-9	25	3.20E+04
7348-71-2	25	3.20E+04
80204-19-9	25	1.66E+04
54653-29-1	25	1.83E+04
54653-30-4	25	1.83E+04
21964-23-8	25	2.25E+04
23068-94-2	25	1.66E+04
54653-28-0	25	1.66E+04
1809-26-3	25	2.49E+04
56535-63-8	25	2.30E+04
23068-95-3	25	2.30E+04
51952-42-2	25	2.30E+04
50273-84-2	25	3.54E+04
7515-62-0	25	3.54E+04
36668-55-0	25	2.36E+04
54265-17-7	25	2.36E+04
51872-48-1	25	2.36E+04
20038-12-4	25	2.36E+04
16416-44-7	25	1.66E+04
16416-41-4	25	1.66E+04
31844-96-9	25	1.05E+04
865-58-7	25	1.05E+04
31950-55-7	25	1.05E+04
57253-29-9	25	3.37E+04
57253-30-2	25	3.37E+04
870-63-3	25	2.49E+04
3017-70-7	25	2.49E+04
2	25	2.49E+04
2		2.62E+02
535-11-5		2.01E+02
21450-13-5	25	1.60E+04
66213-69-2	25	1.28E+04
66213-70-5	25	1.28E+04
42131-85-1	25	1.25E+04
24356-00-1	25	1.60E+04
10524-08-0	25	1.97E+04
928-50-7	25	2.66E+04
10071-60-0	25	3.43E+04
6261-19-4	25	3.61E+04
6261-25-2	25	3.80E+04
67747-70-0	25	1.87E+04
42131-98-6	25	1.53E+04
42132-00-3	25	1.53E+04
34238-52-3	25	1.45E+04
26423-60-9	25	1.38E+04
26423-61-0	25	1.38E+04
1458-99-7	25	2.66E+04
26423-63-2	25	1.97E+04
18610-33-8	25	1.97E+04
16435-50-0	25	3.43E+04
53543-44-5	25	3.43E+04
10524-07-9	25	3.43E+04
7611-88-3	25	1.38E+04
7611-89-4	25	1.38E+04
23010-00-6	25	1.18E+04
66213-67-0	25	1.60E+04
66213-68-1	25	1.60E+04
5166-35-8	25	1.67E+04
10523-96-3	25	2.53E+04
17773-64-7	25	1.38E+04
2190-48-9	25	8.30E+03
10524-01-3	25	1.53E+04
23009-74-7	25	3.43E+04
23009-73-6	25	2.95E+04
503-60-6	25	3.80E+04
17773-65-8	25	1.69E+04
2	25	1.38E+04
23378-11-2	25	1.92E+04
13417-43-1	25	3.80E+04
3153-37-5	25	6.58E+02
110-59-8	25	3.53E+02
18936-17-9	25	2.09E+02
625-28-5	25	2.87E+02
630-18-2	25	6.11E+01
25570-03-0	25	2.11E+02
872-50-4	89.75	1.35E+00
106873-99-8	25	2.18E+02
56-86-0	25	9.43E+02
617-65-2	25	3.18E+02
6893-26-1	25	9.29E+02
287-92-3	25	2.43E+04
109-67-1	25	2.63E+04
109-68-2	25	1.92E+04
627-20-3	25	1.92E+04
646-04-8	25	1.92E+04
563-46-2	25	1.02E+04
563-45-1	25	2.99E+04
513-35-9	25	1.21E+04
13320-56-4	25	1.73E+04
3234-49-9	25	1.98E+04
42474-20-4	25	2.44E+04
626-87-9	25	3.45E+04
111-24-0	25	7.44E+04
54653-26-8	25	1.22E+04
5398-25-4	25	1.64E+04
19398-53-9	25	1.85E+04
54653-27-9	25	1.10E+04
62127-58-6	25	1.36E+04
10428-64-5	25	1.36E+04
49623-50-9	25	1.36E+04
69498-28-8	25	1.36E+04
62127-59-7	25	1.36E+04
10288-13-8	25	1.36E+04
24443-15-0	25	1.36E+04
62127-60-0	25	1.36E+04
594-51-4	25	1.26E+04
2443-91-6	25	1.73E+04
5434-27-5	25	1.92E+04
2	25	1.92E+04
820-55-3	25	2.66E+04
1674-33-5	25	2.74E+04
30122-12-4	25	5.75E+04
626-92-6	25	8.19E+04
628-76-2	22.7	6.35E+04
34887-14-4	25	1.39E+04
600-11-3	25	2.74E+04
625-67-2	25	4.24E+04
21571-91-5	25	1.79E+04
23010-05-1	25	1.59E+04
625-66-1	25	1.59E+04
23010-04-0	25	1.98E+04
600-10-2	25	3.13E+04
23010-07-3	25	3.13E+04
624-96-4	25	3.77E+04
623-34-7	25	1.14E+05
17773-66-9	25	1.14E+05
507-45-9	25	2.74E+04
2	25	2.31E+04
29559-54-4	25	2.97E+04
29559-55-5	25	3.64E+04
30586-10-8	25	1.62E+04
866-23-9	25	3.15E+03
100-75-4	24	8.39E+01
16752-77-5	25	1.56E+02
56-85-9	25	1.97E+02
5959-95-5		1.92E+02
533-74-4	25	7.51E+03
101-25-7		1.05E+03
110-62-3	25	7.99E+01
96-17-3	25	6.56E+01
590-86-3	25	5.52E+01
630-19-3	25	7.56E+01
57456-98-1	25	2.19E+02
107-87-9	25	8.30E+01
563-80-4	25	7.52E+01
96-22-0	25	9.36E+01
45376-90-7	25	4.03E+01
96-41-3	25	4.46E+01
2	25	1.99E+02
1576-95-0	25	1.99E+02
1576-96-1	25	1.99E+02
2	25	1.72E+02
821-09-0	25	8.01E+01
3899-34-1	25	6.66E+01
42569-16-4	25	7.74E+01
4675-87-0	25	2.23E+02
556-82-1	25	2.23E+02
625-31-0	25	5.45E+01
4516-90-9	25	7.27E+01
763-32-6	25	1.32E+02
2	25	1.33E+02
2	25	1.33E+02
2	25	1.33E+02
115-18-4	25	3.09E+01
10473-14-0	25	4.42E+01
616-25-1	25	5.93E+01
1569-50-2	25	5.46E+01
142-68-7	25	6.54E+01
5614-38-0	25	1.77E+02
2	25	6.94E+04
109-52-4	25	1.46E+02
116-53-0	25	1.19E+02
1730-91-2	25	1.14E+02
503-74-2	20	1.35E+02
75-98-9	20	2.22E+02
592-84-7	25	1.62E+01
589-40-2	25	3.31E+02
542-55-2	25	7.65E+02
762-75-4	25	1.80E+02
109-60-4	25	2.37E+02
108-21-4	25	2.32E+02
105-37-3	25	3.21E+02
623-42-7	25	3.20E+02
547-63-7	25	3.16E+02
97-99-4	138.5	1.18E+01
15833-61-1	68	5.45E+00
29848-44-0	20	3.50E+01
105-58-8	25	3.53E+02
53971-47-4	25	3.39E+02
1795-09-1	25	2.40E+03
4740-00-5	25	3.27E+03
1679-07-8	25	7.48E+03
110-53-2	25	6.60E+04
107-81-3	25	4.59E+04
1809-10-5	25	4.88E+04
10422-35-2	25	5.37E+04
107-82-4	16.5	4.19E+04
507-36-8	25	2.85E+04
18295-25-5	25	4.13E+04
630-17-1	25	2.58E+04
534-00-9	25	5.68E+04
543-59-9	25	2.99E+04
625-29-6	25	2.36E+04
29882-57-3	25	2.20E+04
616-20-6	25	2.36E+04
616-13-7	25	2.64E+04
114180-21-1	25	2.55E+04
107-84-6	25	2.38E+04
594-36-5	25	1.80E+04
631-65-2	25	1.78E+04
753-89-9	25	1.16E+04
592-50-7	25	6.18E+03
590-87-4	25	4.23E+03
41909-29-9	25	3.76E+03
10086-64-3	25	4.36E+03
407-06-7	25	3.86E+03
661-53-0	25	2.48E+03
62108-95-6	25	2.92E+03
59006-05-2	25	1.95E+03
628-17-1	25	1.75E+05
637-97-8	25	8.62E+04
52152-72-4	25	7.40E+04
1809-05-8	25	9.54E+04
29394-58-9	25	1.00E+05
541-28-6	25	1.12E+05
594-38-7	25	4.24E+04
18295-27-7	25	7.40E+04
15501-33-4	25	5.46E+04
110-89-4	25	8.75E+00
626-97-1	25	7.14E+01
551-88-2	25	5.00E+03
592-35-8	37	2.53E+02
4248-19-5	37	4.54E+01
543-28-2	37	1.12E+02
6600-40-4	15	6.80E+01
52-67-5	20	8.38E+01
59-51-8	25	2.54E+02
63-68-3	25	1.47E+02
109-66-0	25	1.60E+05
78-78-4	25	8.38E+04
463-82-1	25	9.66E+04
24934-91-6	20	2.17E+05
60-51-5	20	4.25E+02
7068-83-9	24	2.79E+02
71-41-0	25	2.26E+02
6032-29-7	25	1.01E+02
26184-62-3	25	9.43E+01
31087-44-2	25	1.43E+02
584-02-1	25	1.01E+02
137-32-6	25	1.80E+02
34713-94-5	25	1.87E+02
1565-80-6	25	1.93E+02
70116-68-6	25	6.16E+01
123-51-3	25	1.80E+02
598-75-4	25	7.94E+01
1517-66-4	25	2.15E+01
75-84-3	25	1.43E+02
75-85-4	26	4.05E+01
628-28-4	25	5.46E+02
6795-87-5	25	3.02E+02
625-44-5	25	4.35E+02
1634-04-4	25	1.47E+02
628-32-0	25	2.58E+02
625-54-7	25	2.04E+02
462-95-3	18	8.36E+01
115-77-5	20	1.19E+02
110-66-7	25	3.71E+04
2084-19-7	25	1.47E+04
616-31-9	25	1.59E+04
1878-18-8	25	2.09E+04
20089-07-0	25	2.10E+04
541-31-1	25	9.65E+03
1679-09-0	25	7.29E+03
2084-18-6	25	1.28E+04
1679-08-9	25	8.96E+03
628-29-5	25	1.12E+04
4110-50-3	25	9.08E+03
10359-64-5	25	6.43E+03
5008-69-5	25	6.61E+03
5145-99-3	25	5.04E+03
6163-64-0	25	3.21E+03
30453-31-7	25	8.38E+04
2	25	1.85E+05
53966-36-2	25	1.20E+05
24949-35-7	25	7.50E+04
110-58-7	25	6.11E+01
625-30-9	88	3.72E+01
96-15-1	25	3.79E+01
107-85-7	25	4.11E+01
594-39-8	25	1.42E+01
598-74-3	25	2.06E+01
5813-64-9	25	1.42E+01
616-24-0	66	3.79E+01
20626-52-2	25	1.75E+01
110-68-9	25	4.24E+01
14610-37-8	25	2.01E+01
7713-69-1	25	2.18E+01
625-43-4	25	1.63E+01
20193-20-8	25	2.40E+01
19961-27-4	25	1.91E+01
616-39-7	49.5	3.99E+01
926-63-6	25	3.99E+01
996-35-0	25	3.99E+01
996-35-0	25	3.99E+01
8065-62-1	20	2.40E+04
118-75-2	20	5.46E+04
