1122-96-9	100.720982	15.55043603	6.40967843	1	12.17510731	14.91754683
67-56-1	42.25967901	11.03427542	3.365849707	1	18.20132004	12.72564574
115-19-5	97.45058291	14.05940074	2.765091961	1	8.547611684	13.28501656
64-17-5	59.94475091	12.74921682	3.143012692	1	11.19319758	12.10269
96-24-2	87.83348831	14.63399207	4.683960854	1	13.112008	13.1851535
107-21-1	58.8070011	13.27797137	7.193383366	1	16.85453962	14.44153196
590-90-9	89.48986235	14.63775329	6.00954453	1	7.835631088	14.76640749
2568-33-4	105.446635	13.68218435	4.726076339	1	14.89085916	13.6343659
2516-33-8	75.77037404	14.36396426	7.19819072	1	8.117611549	9.967088747
VFZIUYUUQFYZBR-UHFFFAOYSA-N	155.5187353	15.40316384	0.586643081	0.974178922	0.235552737	1.42100949
126-30-7	107.7135369	14.302606	4.797837056	1	11.36862499	13.65649982
625-69-4	107.7879335	14.10005674	5.149163086	1	11.60514732	13.85457225
156-87-6	81.16783	15.1841943	6.346191528	1	7.727199974	16.41892061
17177-50-3	79.68548037	14.93928385	9.554866047	1	12.28333236	15.5487357
7318-67-4	115.3970762	15.33483663	0.903867202	0.975078816	0.209183711	1.148349347
68-11-1	69.33168902	14.21288374	6.997273643	1	17.17527562	11.78235192
627-30-5	86.26744469	14.45840057	5.01519325	1	8.942406327	10.95138017
2835-68-9	102.274662	17.0979321	10.21227966	1	14.33716191	13.35411702
110-16-7	82.66513063	14.93837005	7.200781043	1	16.25336369	13.05357107
1003-67-4	95.84733497	15.82806024	7.786279299	1	9.220769304	14.71284405
598-94-7	84.43993653	14.66924755	9.265761781	1	9.37698681	14.16588805
503-66-2	74.8819871	12.75262555	6.236228891	1	19.36308024	13.19052102
96-31-1	87.07736953	14.91842295	6.533853364	1	8.976630229	14.06362656
21732-17-2	80.04508893	14.57713025	7.944103798	1	22.4302459	14.70223028
147-81-9	105.1817959	16.4776992	6.319393916	1	15.76725957	17.71993619
79-16-3	74.7720826	13.83612499	10.2795792	1	10.02128216	12.29648426
2935-44-6	124.4224344	14.38652202	4.460301603	1	10.38460742	13.06783987
111-42-2	99.81523262	14.69562103	3.66273248	1	12.96413079	17.1677785
75-56-9	64.41586278	14.02646447	8.134138001	1	2.582359796	7.236200732
504-63-2	73.95067559	13.49635549	5.785981048	1	16.61349831	14.25437292
696-29-7	162.7276091	15.95486005	0.282585713	1	0	0
124-68-5	98.84782616	14.74230147	3.922309802	1	8.866202124	15.170616
563-45-1	106.9360454	14.53315951	0.791547362	0.996495745	0.1817829	0.557051905
64-19-7	57.68541047	11.5427838	4.74853372	1	19.57997556	11.56109955
563-78-0	122.2584171	15.08197489	0.259241501	0.96436187	0.210597331	1.61899096
627-03-2	97.64177689	13.94152861	3.608004492	1	10.45959334	12.71597474
7319-00-8	115.3970762	15.32834735	0.890695832	0.972145943	0.217276251	1.171069211
592-42-7	115.3970762	15.32834736	0.890695857	0.972145943	0.217276238	1.17106921
HNEGQIOMVPPMNR-UHFFFAOYSA-N	102.728939	14.48099941	6.850811401	1	12.30744766	12.798087
107-88-0	91.11117766	13.98251342	5.186515282	1	13.39364383	13.52423077
1005-31-8	116.9194257	15.89497288	5.11575034	1	13.54719518	15.88040351
111-46-6	99.13131625	14.87530318	5.484490275	1	8.49638292	16.75921561
541-50-4	87.69908217	13.36281767	6.629503536	1	14.63789422	12.510649
24807-55-4	69.19848467	16.9769049	6.067845056	1	14.83017919	13.81340205
375-45-1	166.3705457	15.15702218	1.236038905	1	0.231422113	0.318822161
62-56-6	56.10311819	16.32610372	3.969013185	1	23.4710588	15.98523469
2040-95-1	163.3361328	15.86008895	0.532888007	1	0	0
56-81-5	80.88562698	14.77133338	4.10595517	1	12.12857499	18.46425383
3031-66-1	110.5303361	14.21802956	3.292653651	1	14.76544457	13.99658325
1460-57-7	108.222721	15.10850398	3.526904772	1	12.08863603	13.8064044
764-01-2	79.24898773	14.78211999	3.998582681	1	8.101575101	12.42893404
110-63-4	90.31428393	14.07936295	5.318860272	1	13.66213703	14.06828464
5343-92-0	109.1876434	14.52600012	5.120241058	1	9.502669347	13.04080783
4126-78-7	145.6309078	16.02787219	0.321965152	1	0	0
110-82-7	112.3017851	15.83521786	0.274160629	1	0	0
108-01-0	100.4822546	14.46326171	3.340406477	1	8.801336299	14.70481188
68-41-7	73.36273173	16.64033814	8.746893407	1	10.44579897	17.88046603
623-50-7	98.26595929	14.51193196	5.515838602	1	6.953555516	12.28904894
558-37-2	124.008731	14.71053998	0.503481875	0.973690065	0	1.552874552
2847-72-5	213.1166982	15.64141273	0	1	0	0
13151-35-4	213.1166982	15.64141273	0	1	0	0
51-45-6	97.71148315	16.56498509	7.19822527	1	9.851601104	15.01382533
19686-73-8	89.66502725	15.36842901	6.305280337	1	7.446992621	11.4590941
WTLPSDOYWLDZSL-UHFFFAOYSA-N	78.13235362	16.97147677	8.188471996	1	11.53211375	13.38696246
6975-98-0	213.1166982	15.64492767	0	1	0	0
1121-76-2	93.3711192	16.42670095	6.658216275	1	9.166470086	14.46235518
627-18-9	89.15075512	15.35536951	6.247950461	1	8.032526783	11.02977689
31103-86-3	112.735731	16.79678843	7.035860925	1	18.10300984	17.91235886
14474-56-7	117.2414967	15.68926555	5.87193917	1	10.66712619	14.24118279
598-02-7	128.3754304	13.50046818	4.528049161	1	13.10486228	13.73113053
25990-60-7	97.45543641	16.57199014	6.530640171	1	16.84271503	17.97190701
59-23-4	113.1837454	16.8203429	6.661839288	1	17.9834655	17.9677661
594-56-9	139.2263885	15.1644979	0.465772854	0.956408934	0.260252537	1.930668152
694-59-7	82.62619572	16.12663195	7.090699634	1	7.601192519	16.67637377
123-75-1	80.27770514	14.79320156	7.796784533	1	6.234912501	8.902789574
102-71-6	134.7008233	14.82811668	3.439826438	1	13.24721418	16.68597509
13151-34-3	213.1166982	15.65586301	0	1	0	0
586-06-1	171.9714747	16.45430884	3.5594811	1	14.0836736	15.62499195
5994-61-6	139.3022889	14.86100852	6.065124424	1	21.47251112	16.2356126
6915-15-7	90.4075995	13.68014738	7.827710981	1	21.25102512	13.76483991
107-18-6	69.46285926	13.46339751	2.565052711	1	11.67020191	11.60711552
302-01-2	33.28454148	11.73642716	16.41427244	1	20.83347129	14.79440823
133-37-9	92.42694345	14.34318318	8.19374739	1	22.53309025	13.78966815
79-21-0	62.17006352	12.29357995	8.283384524	1	17.15782572	10.39991979
558-43-0	94.63448397	14.50251956	3.229931183	1	9.540810228	16.37026063
32778-08-8	126.9431018	14.40963318	1.311246471	1	0.221880342	0.969093259
78-78-4	113.5455955	14.64543692	0	1	0	0
111-29-5	107.2393351	14.42281112	4.61689678	1	11.65549126	13.64738965
928-40-5	123.6999245	14.60166369	4.520532356	1	10.28958384	13.3324562
609-35-8	86.63822693	16.39518643	7.327956633	1	9.24566616	12.28926155
107-16-4	53.24735161	12.64794337	12.44558027	1	14.81046709	10.78007223
58367-01-4	114.3105737	17.20864405	7.253673626	1	15.45766821	18.48458898
623-59-6	101.1282374	15.35159077	8.629308457	1	7.873948505	13.31293203
JFNUMGDTFPLKIU-UHFFFAOYSA-N	148.8515589	16.63049814	4.72311473	1	13.45188943	17.32579831
501-30-4	95.65263512	17.29127808	8.203431501	1	11.81830834	14.60628699
PRTXQHCLTIKAAJ-UHFFFAOYSA-N	155.5187353	15.35756737	0.468649223	0.95312788	0.294107517	1.578579025
57-48-7	112.7491689	16.54808325	4.133804415	1	21.34606354	16.65796087
98-00-0	86.30756597	15.45764308	5.214319591	1	8.327334388	12.20087851
3741-00-2	180.0806547	15.84808127	0.519793464	1	0	0
631-36-7	191.3618729	15.46284597	0	1	0	0
693-89-0	106.0485751	15.70118133	1.232560967	1	0.086838578	0.76398973
ADPYSZNUBWNLDH-HTQZYQBOSA-N	140.1102329	15.68954796	1.417784997	1	0.198431862	0.662545881
ZIYVHBGGAOATLY-UHFFFAOYSA-N	94.58659082	13.4761386	7.062944401	1	13.44417974	11.90279818
565-70-8	96.40268971	15.11655005	7.06714081	1	5.291048282	12.28754928
598-38-9	80.39286983	14.1159293	7.113039865	1	12.16710524	9.512771511
69-89-6	88.38367952	17.93049811	7.423861086	1	17.20453932	15.33657891
1187-58-2	91.41490501	14.3784877	9.056437142	1	8.269700864	11.74627031
107-94-8	85.20612693	13.65535595	5.722137748	1	13.76356654	11.00716349
149-32-6	85.23743926	12.91194939	6.313665301	1	31.94034773	15.61322235
872-05-9	189.4956989	15.59902219	0.61539647	1	0.183774758	0.7279062
291-64-5	128.3419483	16.14876011	0.114978909	1	0	0
543-24-8	89.51618709	14.15349673	10.21507907	1	16.55583097	13.34249001
10229-10-4	94.07942967	15.03196268	5.239577915	1	7.45103033	11.41143143
110-99-6	95.7101273	12.85215522	5.491915703	1	20.70117481	13.53484836
2396-61-4	130.7364584	14.8319085	5.96668366	1	7.914449296	14.5839647
120-73-0	78.59718887	18.02805976	6.744828664	1	17.16133714	14.53077636
